,lat,lon,depth,salinity
0,63.44715488361135,10.341465993128018,0.0,29.729087829589844
1,63.44715488361135,10.341465993128018,2.0,29.892555236816406
2,63.44715488361135,10.341465993128018,5.0,30.151369094848633
3,63.43937524180568,10.351509655013269,0.0,28.429420471191406
4,63.43937524180568,10.351509655013269,2.0,28.67839241027832
5,63.43937524180568,10.351509655013269,5.0,29.324867248535156
6,63.44715488361135,10.351513748806576,0.0,29.272907257080078
7,63.44715488361135,10.351513748806576,2.0,29.38807487487793
8,63.44715488361135,10.351513748806576,5.0,29.722055435180664
9,63.45104470451419,10.346491236190765,0.0,29.742643356323242
10,63.45104470451419,10.346491236190765,2.0,29.795303344726562
11,63.45104470451419,10.346491236190765,5.0,29.958431243896484
12,63.435485420902836,10.356529440309906,0.0,27.713207244873047
13,63.435485420902836,10.356529440309906,2.0,28.209287643432617
14,63.435485420902836,10.356529440309906,5.0,29.214262008666992
15,63.43937524180568,10.361554681496289,0.0,28.151174545288086
16,63.43937524180568,10.361554681496289,2.0,28.442930221557617
17,63.43937524180568,10.361554681496289,5.0,29.236013412475586
18,63.44326506270851,10.356534897033306,0.0,28.731685638427734
19,63.44326506270851,10.356534897033306,2.0,28.903974533081055
20,63.44326506270851,10.356534897033306,5.0,29.453277587890625
21,63.44715488361135,10.361561504485135,0.0,29.16721534729004
22,63.44715488361135,10.361561504485135,2.0,29.230104446411133
23,63.44715488361135,10.361561504485135,5.0,29.49346160888672
24,63.45104470451419,10.35654035709279,0.0,29.55426788330078
25,63.45104470451419,10.35654035709279,2.0,29.605520248413086
26,63.45104470451419,10.35654035709279,5.0,29.77657699584961
27,63.45493452541702,10.361568331645909,0.0,29.79092025756836
28,63.45493452541702,10.361568331645909,2.0,29.815391540527344
29,63.45493452541702,10.361568331645909,5.0,29.90779685974121
30,63.435485420902836,10.366573102820489,0.0,27.361351013183594
31,63.435485420902836,10.366573102820489,2.0,27.872692108154297
32,63.435485420902836,10.366573102820489,5.0,29.14464569091797
33,63.43937524180568,10.371599707979307,0.0,28.156295776367188
34,63.43937524180568,10.371599707979307,2.0,28.375289916992188
35,63.43937524180568,10.371599707979307,5.0,29.062881469726562
36,63.44326506270851,10.366581287905591,0.0,28.75066375732422
37,63.44326506270851,10.366581287905591,2.0,28.852933883666992
38,63.44326506270851,10.366581287905591,5.0,29.228654861450195
39,63.44715488361135,10.371609260163693,0.0,29.03812599182129
40,63.44715488361135,10.371609260163693,2.0,29.100711822509766
41,63.44715488361135,10.371609260163693,5.0,29.365222930908203
42,63.45104470451419,10.366589477994816,0.0,29.42276954650879
43,63.45104470451419,10.366589477994816,2.0,29.477294921875
44,63.45104470451419,10.366589477994816,5.0,29.65286636352539
45,63.45493452541702,10.371618818188779,0.0,29.565277099609375
46,63.45493452541702,10.371618818188779,2.0,29.597761154174805
47,63.45493452541702,10.371618818188779,5.0,29.72308921813965
48,63.45882434631986,10.366597673092548,0.0,29.781463623046875
49,63.45882434631986,10.366597673092548,2.0,29.807231903076172
50,63.45882434631986,10.366597673092548,5.0,29.907867431640625
51,63.4627141672227,10.37162838205968,0.0,29.680213928222656
52,63.4627141672227,10.37162838205968,2.0,29.717424392700195
53,63.4627141672227,10.37162838205968,5.0,29.859840393066406
54,63.435485420902836,10.376616765331072,0.0,25.6724853515625
55,63.435485420902836,10.376616765331072,2.0,27.257366180419922
56,63.435485420902836,10.376616765331072,5.0,29.12523651123047
57,63.43937524180568,10.381644734462327,0.0,27.71835708618164
58,63.43937524180568,10.381644734462327,2.0,28.052906036376953
59,63.43937524180568,10.381644734462327,5.0,28.89335060119629
60,63.44326506270851,10.376627678777874,0.0,28.58632469177246
61,63.44326506270851,10.376627678777874,2.0,28.705123901367188
62,63.44326506270851,10.376627678777874,5.0,29.119220733642578
63,63.44715488361135,10.38165701584225,0.0,28.804595947265625
64,63.44715488361135,10.38165701584225,2.0,28.884580612182617
65,63.44715488361135,10.38165701584225,5.0,29.17893409729004
66,63.45104470451419,10.376638598896841,0.0,29.362579345703125
67,63.45104470451419,10.376638598896841,2.0,29.418254852294922
68,63.45104470451419,10.376638598896841,5.0,29.58338737487793
69,63.45493452541702,10.381669304731647,0.0,29.334136962890625
70,63.45493452541702,10.381669304731647,2.0,29.405620574951172
71,63.45493452541702,10.381669304731647,5.0,29.646686553955078
72,63.45882434631986,10.376649525693816,0.0,29.456323623657227
73,63.45882434631986,10.376649525693816,2.0,29.498817443847656
74,63.45882434631986,10.376649525693816,5.0,29.66433334350586
75,63.4627141672227,10.38168160113709,0.0,29.419479370117188
76,63.4627141672227,10.38168160113709,2.0,29.470151901245117
77,63.4627141672227,10.38168160113709,5.0,29.643491744995117
78,63.466603988125534,10.37666045917465,0.0,29.735546112060547
79,63.466603988125534,10.37666045917465,2.0,29.769153594970703
80,63.466603988125534,10.37666045917465,5.0,29.910995483398438
81,63.435485420902836,10.386660427841655,0.0,25.645977020263672
82,63.435485420902836,10.386660427841655,2.0,26.704130172729492
83,63.435485420902836,10.386660427841655,5.0,28.869935989379883
84,63.43937524180568,10.391689760945347,0.0,26.829742431640625
85,63.43937524180568,10.391689760945347,2.0,27.605316162109375
86,63.43937524180568,10.391689760945347,5.0,28.9321346282959
87,63.44326506270851,10.386674069650159,0.0,28.192649841308594
88,63.44326506270851,10.386674069650159,2.0,28.389677047729492
89,63.44326506270851,10.386674069650159,5.0,28.98609733581543
90,63.44715488361135,10.39170477152081,0.0,28.253501892089844
91,63.44715488361135,10.39170477152081,2.0,28.399616241455078
92,63.44715488361135,10.39170477152081,5.0,28.85100555419922
93,63.45104470451419,10.386687719798868,0.0,28.313608169555664
94,63.45104470451419,10.386687719798868,2.0,28.423032760620117
95,63.45104470451419,10.386687719798868,5.0,28.804563522338867
96,63.45493452541702,10.391719791274515,0.0,28.31322479248047
97,63.45493452541702,10.391719791274515,2.0,28.400835037231445
98,63.45493452541702,10.391719791274515,5.0,28.81184959411621
99,63.45882434631986,10.386701378295086,0.0,29.148500442504883
100,63.45882434631986,10.386701378295086,2.0,29.22274398803711
101,63.45882434631986,10.386701378295086,5.0,29.51494598388672
102,63.4627141672227,10.391734820214502,0.0,29.28641128540039
103,63.4627141672227,10.391734820214502,2.0,29.336856842041016
104,63.4627141672227,10.391734820214502,5.0,29.560440063476562
105,63.466603988125534,10.386715045146127,0.0,29.545780181884766
106,63.466603988125534,10.386715045146127,2.0,29.58470916748047
107,63.466603988125534,10.386715045146127,5.0,29.758350372314453
108,63.470493809028376,10.391749858348822,0.0,29.713966369628906
109,63.470493809028376,10.391749858348822,2.0,29.744930267333984
110,63.470493809028376,10.391749858348822,5.0,29.89090919494629
111,63.44326506270851,10.396720460522442,0.0,28.063522338867188
112,63.44326506270851,10.396720460522442,2.0,28.290237426757812
113,63.44326506270851,10.396720460522442,5.0,28.976505279541016
114,63.44715488361135,10.401752527199369,0.0,27.81456756591797
115,63.44715488361135,10.401752527199369,2.0,28.07128143310547
116,63.44715488361135,10.401752527199369,5.0,28.78944206237793
117,63.45104470451419,10.396736840700893,0.0,27.879817962646484
118,63.45104470451419,10.396736840700893,2.0,28.02204132080078
119,63.45104470451419,10.396736840700893,5.0,28.572921752929688
120,63.45493452541702,10.401770277817384,0.0,27.70560646057129
121,63.45493452541702,10.401770277817384,2.0,27.845561981201172
122,63.45493452541702,10.401770277817384,5.0,28.428640365600586
123,63.45882434631986,10.396753230896355,0.0,28.541418075561523
124,63.45882434631986,10.396753230896355,2.0,28.62528419494629
125,63.45882434631986,10.396753230896355,5.0,28.959552764892578
126,63.4627141672227,10.401788039291914,0.0,28.87684440612793
127,63.4627141672227,10.401788039291914,2.0,28.9505558013916
128,63.4627141672227,10.401788039291914,5.0,29.25876235961914
129,63.466603988125534,10.396769631117605,0.0,29.413097381591797
130,63.466603988125534,10.396769631117605,2.0,29.463167190551758
131,63.466603988125534,10.396769631117605,5.0,29.66997718811035
132,63.470493809028376,10.401805811632473,0.0,29.58915138244629
133,63.470493809028376,10.401805811632473,2.0,29.625303268432617
134,63.470493809028376,10.401805811632473,5.0,29.787755966186523
135,63.47438362993121,10.396786041373431,0.0,29.890079498291016
136,63.47438362993121,10.396786041373431,2.0,29.91693115234375
137,63.47438362993121,10.396786041373431,5.0,30.04521369934082
138,63.44715488361135,10.411800282877927,0.0,27.14026641845703
139,63.44715488361135,10.411800282877927,2.0,27.58564567565918
140,63.44715488361135,10.411800282877927,5.0,28.644546508789062
141,63.45104470451419,10.40678596160292,0.0,27.070199966430664
142,63.45104470451419,10.40678596160292,2.0,27.363670349121094
143,63.45104470451419,10.40678596160292,5.0,28.379793167114258
144,63.45493452541702,10.411820764360252,0.0,26.628814697265625
145,63.45493452541702,10.411820764360252,2.0,26.896223068237305
146,63.45493452541702,10.411820764360252,5.0,27.918851852416992
147,63.45882434631986,10.406805083497625,0.0,28.031414031982422
148,63.45882434631986,10.406805083497625,2.0,28.14685821533203
149,63.45882434631986,10.406805083497625,5.0,28.630815505981445
150,63.4627141672227,10.411841258369325,0.0,28.527267456054688
151,63.4627141672227,10.411841258369325,2.0,28.613231658935547
152,63.4627141672227,10.411841258369325,5.0,28.96009063720703
153,63.466603988125534,10.406824217089085,0.0,29.219350814819336
154,63.466603988125534,10.406824217089085,2.0,29.27159881591797
155,63.466603988125534,10.406824217089085,5.0,29.490779876708984
156,63.44715488361135,10.421848038556485,0.0,-32768.0
157,63.44715488361135,10.421848038556485,2.0,-32768.0
158,63.44715488361135,10.421848038556485,5.0,-32768.0
159,63.45104470451419,10.416835082504944,0.0,23.206729888916016
160,63.45104470451419,10.416835082504944,2.0,24.486492156982422
161,63.45104470451419,10.416835082504944,5.0,27.456050872802734
162,63.45493452541702,10.42187125090312,0.0,25.380172729492188
163,63.45493452541702,10.42187125090312,2.0,25.82514762878418
164,63.45493452541702,10.42187125090312,5.0,27.376434326171875
165,63.45882434631986,10.416856936098894,0.0,27.27120590209961
166,63.45882434631986,10.416856936098894,2.0,27.44150161743164
167,63.45882434631986,10.416856936098894,5.0,28.141643524169922
168,63.4627141672227,10.421894477446738,0.0,28.109485626220703
169,63.4627141672227,10.421894477446738,2.0,28.21455955505371
170,63.4627141672227,10.421894477446738,5.0,28.64757537841797
171,63.466603988125534,10.416878803060563,0.0,28.985271453857422
172,63.466603988125534,10.416878803060563,2.0,29.0419979095459
173,63.466603988125534,10.416878803060563,5.0,29.283077239990234
174,63.45104470451419,10.42688420340697,0.0,22.35725212097168
175,63.45104470451419,10.42688420340697,2.0,23.748781204223633
176,63.45104470451419,10.42688420340697,5.0,26.935550689697266
177,63.45493452541702,10.43192173744599,0.0,24.921932220458984
178,63.45493452541702,10.43192173744599,2.0,25.463499069213867
179,63.45493452541702,10.43192173744599,5.0,27.22836685180664
180,63.45882434631986,10.426908788700164,0.0,26.69465446472168
181,63.45882434631986,10.426908788700164,2.0,26.90804672241211
182,63.45882434631986,10.426908788700164,5.0,27.79043960571289
